Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Isotope Distribution,Maximum Abundance,Minimum CV%,20190805_Blank_Pos_06a,20190805_Blank_Pos_06a,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
10.60_568.5661m/z,,568.5660965,1,10.59855,0.494433333,0,100 - 32.2,5560.564916,---,5560.564916,5560.564916,,,,,,,,,,
10.62_1042.2964m/z,,1042.296404,1,10.61503333,0.39595,0,100 - 90.9,5995.275378,---,5995.275378,5995.275378,,,,,,,,,,
10.63_1083.3229m/z,,1083.322854,1,10.6315,0.478316667,0,95.3 - 100 - 98.7 - 65,17310.75427,---,17310.75427,17310.75427,,,,,,,,,,
10.66_1130.2944m/z,,1130.294421,1,10.66443333,0.461833333,0,92.9 - 98.3 - 100 - 65.3 - 41.7 - 21.4,47084.95609,---,47084.95609,47084.95609,,,,,,,,,,
10.68_1171.3212m/z,,1171.321168,1,10.68091667,0.51125,0,86.8 - 98.3 - 100 - 69.3 - 43.1 - 24.3 - 13.2 - 6.53,143087.738,---,143087.738,143087.738,,,,,,,,,,
10.70_772.2735m/z,,772.2735335,1,10.69738333,0.610066667,0,100 - 75.9 - 60.9 - 28,20823.68043,---,20823.68043,20823.68043,,,,,,,,,,
10.80_338.0931m/z,,338.0931145,1,10.7962,0.197966667,0,100 - 8.31,6823.50311,---,6823.50311,6823.50311,,,,,,,,,,
10.91_991.3115m/z,,991.3114547,1,10.91183333,0.346533333,0,100 - 89.9 - 81.8 - 50.6,17997.89929,---,17997.89929,17997.89929,,,,,,,,,,
10.98_455.2079m/z,,455.2078535,1,10.97771667,0.065883333,0,100 - 9.91,1380.768898,---,1380.768898,1380.768898,,,,,,,,,,
11.03_979.2572m/z,,979.2571903,1,11.02711667,0.4121,0,100 - 88.5 - 80.9 - 51.5,12341.92922,---,12341.92922,12341.92922,,,,,,,,,,
11.14_957.2703m/z,,957.2703406,1,11.14275,0.363016667,0,100 - 84.9 - 98.6 - 60.6,13718.22219,---,13718.22219,13718.22219,,,,,,,,,,
11.18_906.2605m/z,,906.2604897,1,11.17568333,0.560666667,0,100 - 89.3 - 80.1 - 43.4 - 21.6 - 9.64 - 4.12 - 1.89 - 0.813 - 0.21,2690253.849,---,2690253.849,2690253.849,,,,,,,,,,
11.18_947.2869m/z,,947.2868598,1,11.17568333,0.626533333,0,100 - 92.3 - 83.5 - 46.4 - 23.2 - 9.13 - 3.47 - 1.18 - 0.402 - 0.0335,4671975.866,---,4671975.866,4671975.866,,,,,,,,,,
11.21_1294.3619m/z,,1294.36191,1,11.20863333,0.39595,0,71.6 - 92.5 - 100 - 76.5 - 49.9 - 29.2,37698.42009,---,37698.42009,37698.42009,,,,,,,,,,
11.32_1335.3895m/z,,1335.389512,1,11.32425,0.412433333,0,68.8 - 85.5 - 100 - 72.9 - 50.9,24938.10719,---,24938.10719,24938.10719,,,,,,,,,,
11.37_1056.3109m/z,,1056.310884,1,11.37366667,0.527733333,0,93.2 - 100 - 90.5 - 57.3 - 31.6,30217.6603,---,30217.6603,30217.6603,,,,,,,,,,
11.39_1097.3383m/z,,1097.338317,1,11.39013333,0.5442,0,90.4 - 97.2 - 100 - 73.8 - 39.9 - 16.8,37336.84749,---,37336.84749,37336.84749,,,,,,,,,,
11.42_1217.3086m/z,,1217.308595,1,11.42308333,0.4783,0,85.7 - 97.5 - 100 - 71.7 - 47.4,27002.77888,---,27002.77888,27002.77888,,,,,,,,,,
11.46_338.0931m/z,,338.0931145,1,11.45601667,0.08235,0,100 - 7.97,2847.816545,---,2847.816545,2847.816545,,,,,,,,,,
11.62_952.2483m/z,,952.2482754,1,11.62105,0.313283333,0,100 - 90.6 - 81.2 - 50.2 - 26.6 - 14.1,42396.96269,---,42396.96269,42396.96269,,,,,,,,,,
11.62_993.2735m/z,,993.2735423,1,11.62105,0.32975,0,100 - 94.5 - 90.1 - 54.7 - 31.8 - 15.3 - 9.07,98214.77521,---,98214.77521,98214.77521,,,,,,,,,,
11.64_1381.3767m/z,,1381.376701,1,11.63753333,0.214116667,0,65.1 - 88.2 - 100,5122.313179,---,5122.313179,5122.313179,,,,,,,,,,
11.72_1070.3275m/z,,1070.327485,1,11.71988333,0.280333333,0,90 - 100 - 96.3 - 61.1 - 38.2 - 22.9 - 10.9,51457.50344,---,51457.50344,51457.50344,,,,,,,,,,
11.72_1111.3544m/z,,1111.354414,1,11.71988333,0.230916667,0,88.6 - 99.3 - 100 - 67.7 - 42.7 - 21.1 - 10 - 4.28,63938.55086,---,63938.55086,63938.55086,,,,,,,,,,
11.72_1231.3248m/z,,1231.324768,1,11.71988333,0.692433333,0,79.9 - 94.4 - 100 - 72.8 - 49.2 - 32.1 - 19.4 - 13,131734.544,---,131734.544,131734.544,,,,,,,,,,
11.74_607.5661m/z,,607.5660657,1,11.73635,0.230916667,0,100 - 46.2,4025.634918,---,4025.634918,4025.634918,,,,,,,,,,
11.74_1190.2979m/z,,1190.297854,1,11.73635,0.51125,0,84.5 - 94.5 - 100 - 71.2 - 45.9 - 26.1,43476.68803,---,43476.68803,43476.68803,,,,,,,,,,
11.79_1051.3150m/z,,1051.315012,1,11.78576667,0.115616667,0,96.5 - 93.4 - 100 - 65.9 - 43.1,8730.803943,---,8730.803943,8730.803943,,,,,,,,,,
11.80_647.5578m/z,,647.5578302,1,11.80223333,0.230916667,0,100 - 44.5,3137.993396,---,3137.993396,3137.993396,,,,,,,,,,
11.80_1395.3921m/z,,1395.392072,1,11.80223333,0.197983333,0,64.9 - 85.6 - 100 - 79.3 - 56.6 - 37.4 - 19.6,25864.57562,---,25864.57562,25864.57562,,,,,,,,,,
11.82_1354.3664m/z,,1354.36639,1,11.81903333,0.197983333,0,66.7 - 90.5 - 100 - 77.6 - 53.3 - 32.8 - 19.3,23312.18701,---,23312.18701,23312.18701,,,,,,,,,,
11.84_1007.2899m/z,,1007.28986,1,11.8355,0.21445,0,100 - 97.4 - 91.8 - 57.7 - 32.2 - 19.9 - 7.37 - 2.95,185014.9023,---,185014.9023,185014.9023,,,,,,,,,,
11.84_1176.2893m/z,,1176.289283,1,11.8355,0.247383333,0,84.9 - 99.9 - 100 - 60.1,8219.869732,---,8219.869732,8219.869732,,,,,,,,,,
11.84_1217.3110m/z,,1217.310986,1,11.8355,0.247383333,0,55.6 - 98.7 - 100 - 75.8,8588.190448,---,8588.190448,8588.190448,,,,,,,,,,
11.85_966.2629m/z,,966.2628817,1,11.85196667,0.230933333,0,100 - 93.9 - 89.6 - 51.5 - 28.2 - 14 - 6.58 - 3.28,132565.7649,---,132565.7649,132565.7649,,,,,,,,,,
11.85_1157.3419m/z,,1157.341851,1,11.85196667,0.263866667,0,72.2 - 100 - 89.1 - 65.4 - 46.2,12517.24429,---,12517.24429,12517.24429,,,,,,,,,,
11.87_1116.3161m/z,,1116.316068,1,11.86845,0.148566667,0,98 - 100 - 98.7 - 60.7 - 39.1,12675.62145,---,12675.62145,12675.62145,,,,,,,,,,
11.88_1222.3162n,1222.316162,1245.339819,1,11.88491667,0.494783333,0,86.1 - 100 - 92.3 - 65 - 40.9 - 29.5 - 16.3 - 12 - 7.89 - 4.52 - 1.22,169780.4785,---,169780.4785,169780.4785,,,"M+H-H2O, M+Na",,,,,,,
11.92_1368.3816m/z,,1368.381555,1,11.91785,0.197966667,0,63.7 - 87.3 - 100 - 76.6 - 52.1 - 34.8 - 20.2 - 12.2,43309.45675,---,43309.45675,43309.45675,,,,,,,,,,
11.92_1409.4085m/z,,1409.40848,1,11.91785,0.148233333,0,61.1 - 86.8 - 100 - 81.8 - 56.5 - 42.5 - 28.7 - 20.2,38593.69908,---,38593.69908,38593.69908,,,,,,,,,,
11.93_338.3425m/z,,338.3424724,1,11.93433333,0.280666667,0,100 - 22.4 - 3.03,11105.25069,---,11105.25069,11105.25069,,,,,,,,,,
11.93_846.2919m/z,,846.2919292,1,11.93433333,0.181166667,0,100 - 83.1 - 68.8 - 37.1,6901.876863,---,6901.876863,6901.876863,,,,,,,,,,
11.93_1065.3301m/z,,1065.330079,1,11.93433333,0.098816667,0,98.3 - 94.5 - 100 - 81.9 - 51.8 - 56.3 - 42.1,7790.200975,---,7790.200975,7790.200975,,,,,,,,,,
11.93_1291.3361m/z,,1291.336148,1,11.93433333,0.51125,0,76.1 - 91.1 - 100 - 82.7 - 60.8,30229.63477,---,30229.63477,30229.63477,,,,,,,,,,
11.95_684.6131m/z,,684.6131307,1,11.9508,0.131766667,0,100 - 25.3,1682.758382,---,1682.758382,1682.758382,,,,,,,,,,
11.95_1190.3000m/z,,1190.300011,1,11.9508,0.181183333,0,83 - 94.9 - 100 - 70.2 - 42.6,13074.24512,---,13074.24512,13074.24512,,,,,,,,,,
11.97_596.5976m/z,,596.5976393,1,11.96726667,0.21445,0,100 - 40 - 6.41,5485.379545,---,5485.379545,5485.379545,,,,,,,,,,
11.97_1130.3281m/z,,1130.32806,1,11.96726667,0.362683333,0,100 - 96.4 - 99.3 - 71.8 - 46.6 - 31.4 - 14.3,35089.32331,---,35089.32331,35089.32331,,,,,,,,,,
11.97_1171.3568m/z,,1171.356828,1,11.96726667,0.21445,0,79.8 - 91.1 - 100 - 88.4 - 67.5 - 57.7 - 42.1 - 8.43,17938.77011,---,17938.77011,17938.77011,,,,,,,,,,
11.98_344.3523m/z,,344.3522589,1,11.98373333,0.1153,0,100 - 18.5,1630.100872,---,1630.100872,1630.100872,,,,,,,,,,
11.98_622.6129m/z,,622.6128543,1,11.98373333,0.16505,0,100,1495.387039,---,1495.387039,1495.387039,,,,,,,,,,
11.98_962.2456n,962.2456495,980.279475,1,11.98373333,0.197983333,0,100 - 98 - 93.7 - 54.7 - 29.1 - 14 - 6.1 - 2.8 - 1.24 - 0.568,3235031.308,---,3235031.308,3235031.308,,,"M+NH4, M+K",,,,,,,
11.98_990.2340m/z,,990.2340188,1,11.98373333,0.098816667,0,100 - 31.2,2481.66077,---,2481.66077,2481.66077,,,,,,,,,,
11.98_1013.2564m/z,,1013.256392,1,11.98373333,0.148566667,0,100 - 85.1 - 52.8 - 29.2,7668.847856,---,7668.847856,7668.847856,,,,,,,,,,
11.98_1021.3063m/z,,1021.306269,1,11.98373333,0.2474,0,99.2 - 100 - 94.8 - 56.9 - 30.2 - 17.7 - 10.3 - 6.6 - 0.895 - 0.285,1048776.513,---,1048776.513,1048776.513,,,,,,,,,,
12.05_1178.3147m/z,,1178.314709,1,12.04961667,0.09915,0,100 - 66,2236.275452,---,2236.275452,2236.275452,,,,,,,,,,
12.05_1428.3818m/z,,1428.381843,1,12.04961667,0.165033333,0,60.5 - 84.3 - 100 - 80 - 56.6 - 34.9 - 23.6,21799.12663,---,21799.12663,21799.12663,,,,,,,,,,
12.07_1067.2917m/z,,1067.291663,1,12.06641667,0.1321,0,97.8 - 100 - 96.6 - 69.3 - 45.7 - 30.1 - 16.4,33625.63058,---,33625.63058,33625.63058,,,,,,,,,,
12.07_1144.3460m/z,,1144.345995,1,12.06641667,0.165033333,0,86.3 - 100 - 99.4 - 69.2 - 43.8 - 26.1 - 14.8 - 9.4,45151.4626,---,45151.4626,45151.4626,,,,,,,,,,
12.07_1185.3724m/z,,1185.372403,1,12.06641667,0.148566667,0,83 - 92.9 - 100 - 76.4 - 54 - 64 - 54.1 - 50.8,27077.26216,---,27077.26216,27077.26216,,,,,,,,,,
12.07_1264.3244m/z,,1264.324379,1,12.06641667,0.4289,0,81.4 - 94.1 - 100 - 76.1 - 52.8 - 37.5 - 21.1,69583.42908,---,69583.42908,69583.42908,,,,,,,,,,
12.07_1305.3450m/z,,1305.345029,1,12.06641667,0.395633333,0,69.5 - 87.5 - 100 - 80.4 - 62.1 - 52.6 - 42.4,57353.48578,---,57353.48578,57353.48578,,,,,,,,,,
12.07_1469.4108m/z,,1469.410785,1,12.06641667,0.132083333,0,54 - 82.4 - 100 - 86.2 - 64.1 - 48.7,12240.20844,---,12240.20844,12240.20844,,,,,,,,,,
12.08_1029.2646m/z,,1029.264594,1,12.0829,0.099166667,0,100 - 56.6 - 31.7 - 17.9 - 11.5,15369.17068,---,15369.17068,15369.17068,,,,,,,,,,
12.10_1232.3631m/z,,1232.363123,1,12.09936667,0.1321,0,87.1 - 100 - 90.4 - 68,6827.024046,---,6827.024046,6827.024046,,,,,,,,,,
12.10_1442.4002m/z,,1442.400235,1,12.09936667,0.148566667,0,60 - 81.1 - 100 - 77.3 - 58.6 - 36.5 - 22.4 - 14.1,39555.88786,---,39555.88786,39555.88786,,,,,,,,,,
12.10_1483.4268m/z,,1483.426793,1,12.09936667,0.1153,0,52.7 - 84.8 - 100 - 89.4 - 63.9 - 57.3 - 48.3 - 41.4 - 27.7 - 20.9,29227.77631,---,29227.77631,29227.77631,,,,,,,,,,
12.12_1125.3335m/z,,1125.333472,1,12.11583333,0.065883333,0,92.9 - 87.4 - 100,2808.683346,---,2808.683346,2808.683346,,,,,,,,,,
12.12_1193.3316m/z,,1193.331647,1,12.11583333,0.165033333,0,100 - 68.8 - 50.2,5950.752434,---,5950.752434,5950.752434,,,,,,,,,,
12.13_663.4538m/z,,663.453835,1,12.1323,0.51125,0,100 - 46.6 - 9.76 - 0.334,88957.03672,---,88957.03672,88957.03672,,,,,,,,,,
12.13_794.5848m/z,,794.5848019,1,12.1323,0.51125,0,100 - 52.7 - 17.7,30788.50819,---,30788.50819,30788.50819,,,,,,,,,,
12.13_1278.3323m/z,,1278.332291,1,12.1323,0.5442,0,63.2 - 96.6 - 100 - 72.5 - 42.8 - 29.1 - 18.7 - 12.1,61251.00002,---,61251.00002,61251.00002,,,,,,,,,,
12.13_1319.3580m/z,,1319.358042,1,12.1323,0.197983333,0,70.5 - 88.7 - 100 - 80.4 - 62.7 - 62.9 - 58.4 - 46.5 - 34.2 - 20.6 - 12.8,61684.21777,---,61684.21777,61684.21777,,,,,,,,,,
12.15_312.3269m/z,,312.3268648,1,12.14878333,0.32975,0,100 - 23.2,4335.840131,---,4335.840131,4335.840131,,,,,,,,,,
12.15_750.5588m/z,,750.5587713,1,12.14878333,0.659816667,0,100 - 47.7 - 13.4 - 2.76,179237.0514,---,179237.0514,179237.0514,,,,,,,,,,
12.15_1040.2818m/z,,1040.281807,1,12.14878333,0.181166667,0,98.3 - 100 - 98.8 - 59.7 - 33.8 - 18.2 - 9.41 - 4.78 - 2.07,137626.6449,---,137626.6449,137626.6449,,,,,,,,,,
12.15_1081.3075m/z,,1081.30755,1,12.14878333,0.148233333,0,91.7 - 100 - 98.7 - 73 - 49.9 - 41.7 - 23.3 - 17.2 - 10 - 6.37,87159.35662,---,87159.35662,87159.35662,,,,,,,,,,
12.17_685.4361m/z,,685.4360998,1,12.16525,0.2306,0,100 - 32 - 6.07,9850.851528,---,9850.851528,9850.851528,,,,,,,,,,
12.17_764.5740m/z,,764.5739957,1,12.16525,0.643333333,0,100 - 54.9,25890.88337,---,25890.88337,25890.88337,,,,,,,,,,
12.17_1222.3509n,1222.350872,1205.347583,1,12.16525,0.26385,0,93.3 - 100 - 82 - 60.3 - 37.8 - 33.6 - 15.3 - 8.2 - 6.57,43597.55944,---,43597.55944,43597.55944,,,"M+H-H2O, M+Na",,,,,,,
12.17_1365.3517m/z,,1365.351657,1,12.16525,0.263866667,0,50.9 - 89.6 - 100 - 90.2 - 69.1 - 64.5 - 55.8 - 46.4,23439.92901,---,23439.92901,23439.92901,,,,,,,,,,
12.18_624.2364m/z,,624.2364388,1,12.18171667,0.69275,0,100 - 58.7,8916.901405,---,8916.901405,8916.901405,,,,,,,,,,
12.18_1502.4037m/z,,1502.403655,1,12.18171667,0.181166667,0,52.5 - 78.6 - 100 - 79.8 - 57.3 - 39 - 24.5,18793.63594,---,18793.63594,18793.63594,,,,,,,,,,
12.18_1543.4301m/z,,1543.430136,1,12.18171667,0.082366667,0,53.7 - 77.9 - 100 - 94.3 - 71.1 - 59.2,8296.817123,---,8296.817123,8296.817123,,,,,,,,,,
12.21_537.5353m/z,,537.5352656,1,12.21466667,0.297133333,0,100 - 42.9,3502.092293,---,3502.092293,3502.092293,,,,,,,,,,
12.21_1036.2647n,1036.264735,1054.298561,1,12.21466667,0.165033333,0,94.1 - 100 - 99.5 - 62.2 - 34.9 - 18.4 - 8.71 - 4.42 - 2.03 - 0.903 - 0.378,3516793.303,---,3516793.303,3516793.303,,,"M+NH4, M+K",,,,,,,
12.21_1065.2500m/z,,1065.25003,1,12.21466667,0.065883333,0,100,1452.935799,---,1452.935799,1452.935799,,,,,,,,,,
12.21_1095.3251m/z,,1095.325089,1,12.21466667,0.1815,0,91.7 - 100 - 99.6 - 63.8 - 35.7 - 24.3 - 15.3 - 9.43 - 4.13 - 1.39 - 1.09,655010.8569,---,655010.8569,655010.8569,,,,,,,,,,
12.21_1236.3687n,1236.368747,1219.365458,1,12.21466667,0.131766667,0,92.7 - 100 - 78.7 - 57.6 - 39.9 - 16.9 - 8.52,32704.5403,---,32704.5403,32704.5403,,,"M+H-H2O, M+Na",,,,,,,
12.21_1338.3437m/z,,1338.343693,1,12.21466667,0.395966667,0,77.5 - 90.4 - 100 - 81 - 56.3 - 40.3 - 26.8 - 17.2,60754.32664,---,60754.32664,60754.32664,,,,,,,,,,
12.21_1516.4196m/z,,1516.419557,1,12.21466667,0.148566667,0,56.1 - 84.2 - 100 - 86.7 - 63.9 - 44.9 - 30 - 20.2,27159.15619,---,27159.15619,27159.15619,,,,,,,,,,
12.21_1557.4431m/z,,1557.443093,1,12.21466667,0.131766667,0,55.4 - 81.6 - 100 - 95.7 - 66.2 - 73.1,10638.00287,---,10638.00287,10638.00287,,,,,,,,,,
12.23_1379.3665m/z,,1379.36652,1,12.23113333,0.2968,0,70.4 - 88.9 - 100 - 91 - 74.2 - 73.2 - 65 - 62.2,33570.67198,---,33570.67198,33570.67198,,,,,,,,,,
12.25_712.6455m/z,,712.6454878,1,12.2476,0.115616667,0,100 - 52.6,1432.152617,---,1432.152617,1432.152617,,,,,,,,,,
12.26_624.6329m/z,,624.6328533,1,12.26406667,0.1815,0,100 - 44.6,3638.627483,---,3638.627483,3638.627483,,,,,,,,,,
12.26_1104.2830m/z,,1104.283033,1,12.26406667,0.066216667,0,100 - 59.5 - 36.1 - 20.8,6827.690865,---,6827.690865,6827.690865,,,,,,,,,,
12.26_1141.3146m/z,,1141.314626,1,12.26406667,0.21445,0,85.2 - 100 - 93.5 - 73.8 - 52.9 - 43.9 - 30.3,22190.8966,---,22190.8966,22190.8966,,,,,,,,,,
12.26_1576.4221m/z,,1576.42206,1,12.26406667,0.1321,0,46.5 - 73.8 - 100 - 77.6 - 60.7 - 46.7 - 29.8,14840.64054,---,14840.64054,14840.64054,,,,,,,,,,
12.28_547.5177n,547.5177342,565.5668047,1,12.28053333,0.4289,0,100 - 37.6,9046.057098,---,9046.057098,9046.057098,,,"M+H-2H2O, M+NH4",,,,,,,
12.28_650.6444m/z,,650.6444289,1,12.28053333,0.082683333,0,100 - 70.9,1383.488518,---,1383.488518,1383.488518,,,,,,,,,,
12.28_698.2549m/z,,698.2549141,1,12.28053333,0.742166667,0,100 - 71.4 - 57.6 - 15.2,20955.54778,---,20955.54778,20955.54778,,,,,,,,,,
12.28_1278.3627m/z,,1278.362747,1,12.28053333,0.247383333,0,81.6 - 95.9 - 100 - 68.4 - 44.9 - 30.7 - 19.3,27689.09481,---,27689.09481,27689.09481,,,,,,,,,,
12.28_1319.3935m/z,,1319.393497,1,12.28053333,0.09915,0,65.7 - 83.2 - 90.8 - 77.4 - 64.2 - 100 - 76.3 - 59.4,12530.02817,---,12530.02817,12530.02817,,,,,,,,,,
12.28_1352.3594m/z,,1352.359353,1,12.28053333,0.4289,0,73.6 - 93 - 100 - 81.2 - 58.7 - 40.2 - 28.3 - 20.7,67907.54503,---,67907.54503,67907.54503,,,,,,,,,,
12.28_1393.3844m/z,,1393.384359,1,12.28053333,0.21445,0,57.2 - 77.4 - 87.9 - 79.8 - 63.8 - 93.2 - 100 - 98.8 - 74.8 - 49,47347.81271,---,47347.81271,47347.81271,,,,,,,,,,
12.28_1590.4371m/z,,1590.437057,1,12.28053333,0.115616667,0,49.7 - 77.7 - 100 - 90.7 - 63.2 - 48.6 - 31.1 - 22.5,23715.4526,---,23715.4526,23715.4526,,,,,,,,,,
12.30_1439.3717m/z,,1439.371659,1,12.29701667,0.1815,0,74.2 - 91 - 100 - 93.6 - 78.8 - 73.9,13500.69544,---,13500.69544,13500.69544,,,,,,,,,,
12.30_1592.4989n,1592.498889,1631.462047,1,12.29701667,0.09915,0,77.5 - 95.4 - 100 - 54.3 - 43 - 43.6,13271.8683,---,13271.8683,13271.8683,,,"M+K, M+2Na-H",,,,,,,
12.31_540.5353m/z,,540.5352925,1,12.31348333,0.346216667,0,100 - 26.1,4643.12061,---,4643.12061,4643.12061,,,,,,,,,,
12.31_772.2736m/z,,772.2735941,1,12.31348333,0.560666667,0,100 - 71.7,7240.593407,---,7240.593407,7240.593407,,,,,,,,,,
12.31_1114.3003m/z,,1114.30029,1,12.31348333,0.181516667,0,88.1 - 98.5 - 100 - 65.6 - 39.6 - 22.5 - 11.7 - 6.62,112974.2775,---,112974.2775,112974.2775,,,,,,,,,,
12.31_1155.3260m/z,,1155.326023,1,12.31348333,0.1321,0,86.3 - 99.3 - 100 - 92.3 - 63.8 - 67.2 - 54.1 - 43.8 - 27.2 - 15.7 - 2.26,56026.6451,---,56026.6451,56026.6451,,,,,,,,,,
12.31_1292.3835m/z,,1292.383475,1,12.31348333,0.1321,0,70.7 - 88.8 - 100 - 78.1 - 52.8 - 37.3 - 23.5,23686.22169,---,23686.22169,23686.22169,,,,,,,,,,
12.31_1333.4099m/z,,1333.409935,1,12.31348333,0.082683333,0,66.2 - 81 - 99.1 - 100 - 76.6,6466.104656,---,6466.104656,6466.104656,,,,,,,,,,
12.33_1412.3626m/z,,1412.362641,1,12.33028333,0.247383333,0,69.8 - 88.7 - 100 - 79.7 - 61.6 - 42.5 - 29.5 - 21.2,46491.71195,---,46491.71195,46491.71195,,,,,,,,,,
12.33_1453.3852m/z,,1453.385172,1,12.33028333,0.181516667,0,66.2 - 82.9 - 100 - 92.1 - 73 - 79.3 - 71.5,23070.0925,---,23070.0925,23070.0925,,,,,,,,,,
12.33_1650.4391m/z,,1650.43907,1,12.33028333,0.099166667,0,49.3 - 73 - 100 - 91.5 - 70.9 - 51.9,9635.153563,---,9635.153563,9635.153563,,,,,,,,,,
12.35_328.3218m/z,,328.3217645,1,12.34675,0.148566667,0,100 - 21.3,2146.896415,---,2146.896415,2146.896415,,,,,,,,,,
12.35_1664.4552m/z,,1664.455199,1,12.34675,0.115616667,0,45.7 - 74.9 - 100 - 90.1 - 69.3 - 47.9 - 30.5,13681.09106,---,13681.09106,13681.09106,,,,,,,,,,
12.36_1110.2832n,1110.283203,1128.317029,1,12.36321667,0.165033333,0,84 - 96.3 - 100 - 66.7 - 39 - 21.6 - 10.9 - 5.73 - 2.84 - 1.39 - 0.62 - 0.27,3414046.425,---,3414046.425,3414046.425,,,"M+NH4, M+K",,,,,,,
12.36_1169.3435m/z,,1169.343481,1,12.36321667,0.165033333,0,80.9 - 95.4 - 100 - 67.6 - 39.3 - 25.4 - 15.9 - 10.7 - 6.35 - 3.79 - 2.48 - 0.806,609577.5653,---,609577.5653,609577.5653,,,,,,,,,,
12.36_1426.3786m/z,,1426.378558,1,12.36321667,0.313283333,0,65.9 - 89 - 100 - 85.3 - 65.9 - 46.9 - 33.7 - 23.2,48249.34553,---,48249.34553,48249.34553,,,,,,,,,,
12.36_1467.4069m/z,,1467.406885,1,12.36321667,0.197966667,0,62.4 - 82.4 - 100 - 95.9,11896.55809,---,11896.55809,11896.55809,,,,,,,,,,
12.38_1471.4039m/z,,1471.403876,1,12.3797,0.230933333,0,57.3 - 87.7 - 94.4 - 100 - 85.9 - 60.1 - 46.8 - 30.3,27726.54357,---,27726.54357,27726.54357,,,,,,,,,,
12.40_383.2047m/z,,383.2046983,1,12.39616667,0.412433333,0,100 - 22.3,9735.569819,---,9735.569819,9735.569819,,,,,,,,,,
12.40_568.5667m/z,,568.5667201,1,12.39616667,0.610066667,0,100,3585.095679,---,3585.095679,3585.095679,,,,,,,,,,
12.40_1197.2996n,1197.299557,1215.331837,1,12.39616667,0.1153,0,96.9 - 100 - 85.3 - 73.9 - 58.4 - 52.4,17024.78587,---,17024.78587,17024.78587,,,"M+H-H2O, M+NH4",,,,,,,
12.40_1514.3894m/z,,1514.389411,1,12.39616667,0.165033333,0,88.1 - 100 - 99.3,5690.81933,---,5690.81933,5690.81933,,,,,,,,,,
12.41_1366.4028m/z,,1366.4028,1,12.41263333,0.065883333,0,100,1965.630615,---,1965.630615,1965.630615,,,,,,,,,,
12.41_1367.4023m/z,,1367.402323,1,12.41263333,0.131766667,0,80.7 - 100 - 78.1 - 52.9 - 40.4 - 28,14165.49457,---,14165.49457,14165.49457,,,,,,,,,,
12.41_1408.4288m/z,,1408.428793,1,12.41263333,0.065883333,0,82.8 - 100 - 85.4,2989.002751,---,2989.002751,2989.002751,,,,,,,,,,
12.43_1188.3181m/z,,1188.318056,1,12.4291,0.148233333,0,77.9 - 90.7 - 100 - 68.8 - 42.7 - 25.6 - 14.7 - 8.71 - 4.7,87266.76548,---,87266.76548,87266.76548,,,,,,,,,,
12.43_1229.3443m/z,,1229.344328,1,12.4291,0.1153,0,61.7 - 90.6 - 100 - 93.7 - 72.9 - 76.2 - 58.9 - 45.7 - 33.7 - 20.9 - 12.1,44703.89204,---,44703.89204,44703.89204,,,,,,,,,,
12.43_1486.3834m/z,,1486.38339,1,12.4291,0.2474,0,67.3 - 88.5 - 100 - 86.4 - 67.5 - 47.3 - 33.4 - 18.5,36695.98161,---,36695.98161,36695.98161,,,,,,,,,,
12.43_1527.4019m/z,,1527.401929,1,12.4291,0.164716667,0,55.4 - 79.6 - 100 - 92.3 - 71.3 - 80 - 75.5,17616.13264,---,17616.13264,17616.13264,,,,,,,,,,
12.45_1542.4263m/z,,1542.426253,1,12.44558333,0.1647,0,88.5 - 100 - 98.6,7294.247871,---,7294.247871,7294.247871,,,,,,,,,,
12.46_1500.3984m/z,,1500.398402,1,12.46205,0.297133333,0,65.3 - 84 - 100 - 82 - 66.1 - 50.1 - 34.8,34300.26283,---,34300.26283,34300.26283,,,,,,,,,,
12.46_1545.4249m/z,,1545.424899,1,12.46205,0.181166667,0,56.1 - 85.5 - 99.9 - 100 - 86.5 - 64.4 - 50.2,19974.08974,---,19974.08974,19974.08974,,,,,,,,,,
12.48_1184.3017n,1184.301736,1202.335562,1,12.47851667,0.16505,0,100 - 0.272 - 0.298 - 0.195,541366.5892,---,541366.5892,541366.5892,,,"M+NH4, M+K",,,,,,,
12.48_1214.2860m/z,,1214.285951,1,12.47851667,0.049416667,0,100,1130.720955,---,1130.720955,1130.720955,,,,,,,,,,
12.48_1220.3396n,1220.339636,1203.336348,1,12.47851667,0.181516667,0,90.4 - 100 - 76.2 - 48.8 - 28 - 15.4 - 8.56 - 4.67 - 2.51 - 1.26 - 0.676 - 0.247,3181598.492,---,3181598.492,3181598.492,,,"M+H-H2O, M+Na",,,,,,,
12.48_1440.4201m/z,,1440.420084,1,12.47851667,0.148233333,0,58.3 - 89.6 - 100 - 74.3 - 50.9 - 38,10453.48138,---,10453.48138,10453.48138,,,,,,,,,,
12.51_952.7755m/z,,952.7755264,1,12.51146667,0.065883333,0,75 - 100 - 65.1,2233.919498,---,2233.919498,2233.919498,,,,,,,,,,
12.51_953.2751m/z,,953.2750941,1,12.51146667,0.065883333,0,100 - 76.6,1572.564308,---,1572.564308,1572.564308,,,,,,,,,,
